rna	7	ENSP00000282903
rna	8	ENSP00000331298
rna	2	ENSP00000312706
rna	2	ENSP00000232907
rna	7	ENSP00000301178
rna	8	ENSP00000280346
rna	8	ENSP00000237530
rna	2	ENSP00000346918
rna	1	ENSP00000264712
rna	1	ENSP00000376684
rna	2	ENSP00000337510
rna	1	ENSP00000284898
rna	8	ENSP00000346791
rna	8	ENSP00000359025
rna	7	ENSP00000403396
rna	6	ENSP00000084798
rna	8	ENSP00000269138
rna	6	ENSP00000302455
rna	8	ENSP00000390783
rna	8	ENSP00000338461
rna	8	ENSP00000383333
rna	6	ENSP00000256062
rna	1	ENSP00000378332
rna	8	ENSP00000237937
rna	8	ENSP00000367124
rna	2	ENSP00000297056
rna	1	ENSP00000274024
rna	8	ENSP00000361411
rna	8	ENSP00000265838
rna	8	ENSP00000292782
rna	3	ENSP00000325091
rna	8	ENSP00000206474
rna	1	ENSP00000394757
rna	1	ENSP00000259456
rna	8	ENSP00000346483
rna	8	ENSP00000313967
rna	1	ENSP00000283635
rna	6	ENSP00000279230
rna	3	ENSP00000339067
rna	2	ENSP00000313214
rna	2	ENSP00000365256
rna	5	ENSP00000363624
rna	4	ENSP00000310332
rna	8	ENSP00000310189
rna	8	ENSP00000396918
rna	8	ENSP00000298746
rna	4	ENSP00000261833
rna	1	ENSP00000259271
rna	7	ENSP00000342381
rna	8	ENSP00000399341
rna	8	ENSP00000322270
rna	7	ENSP00000292599
rna	1	ENSP00000355385
rna	8	ENSP00000262457
rna	8	ENSP00000288602
rna	8	ENSP00000368927
rna	2	ENSP00000313437
rna	7	ENSP00000383199
rna	8	ENSP00000304226
rna	8	ENSP00000346829
rna	1	ENSP00000251287
rna	6	ENSP00000278886
rna	5	ENSP00000370430
rna	4	ENSP00000416293
rna	8	ENSP00000299413
rna	8	ENSP00000364699
rna	8	ENSP00000369465
rna	1	ENSP00000326119
rna	5	ENSP00000273512
rna	6	ENSP00000356658
rna	7	ENSP00000347324
rna	8	ENSP00000315768
rna	4	ENSP00000258969
rna	1	ENSP00000323075
rna	1	ENSP00000417303
rna	7	ENSP00000369858
rna	3	ENSP00000354566
rna	4	ENSP00000395102
rna	5	ENSP00000333595
rna	8	ENSP00000367992
rna	8	ENSP00000227322
rna	8	ENSP00000343298
rna	8	ENSP00000282251
rna	8	ENSP00000312435
rna	8	ENSP00000347504
rna	7	ENSP00000311579
rna	6	ENSP00000322273
rna	8	ENSP00000354201
rna	6	ENSP00000317902
rna	4	ENSP00000377796
rna	8	ENSP00000246071
rna	1	ENSP00000408936
rna	8	ENSP00000286428
rna	3	ENSP00000350914
rna	6	ENSP00000262244
rna	4	ENSP00000388550
rna	6	ENSP00000308227
rna	3	ENSP00000271915
rna	7	ENSP00000314971
rna	8	ENSP00000300605
rna	3	ENSP00000404009
rna	8	ENSP00000316176
rna	7	ENSP00000264689
rna	7	ENSP00000281527
rna	1	ENSP00000308699
rna	1	ENSP00000225740
rna	4	ENSP00000351901
rna	1	ENSP00000407337
rna	1	ENSP00000247584
rna	8	ENSP00000363880
rna	7	ENSP00000326604
rna	2	ENSP00000361475
rna	5	ENSP00000261369
rna	6	ENSP00000264748
rna	1	ENSP00000263671
rna	8	ENSP00000309968
rna	8	ENSP00000344683
rna	8	ENSP00000283632
rna	8	ENSP00000360184
rna	6	ENSP00000339958
rna	4	ENSP00000323811
rna	8	ENSP00000321746
rna	8	ENSP00000298173
rna	8	ENSP00000356999
rna	8	ENSP00000381031
rna	1	ENSP00000266503
rna	2	ENSP00000239165
rna	8	ENSP00000408411
rna	8	ENSP00000355890
rna	4	ENSP00000259727
rna	1	ENSP00000247003
rna	8	ENSP00000370719
rna	7	ENSP00000262105
rna	5	ENSP00000269141
rna	8	ENSP00000246789
rna	8	ENSP00000370710
rna	8	ENSP00000265395
rna	1	ENSP00000390408
rna	8	ENSP00000373304
rna	4	ENSP00000271636
rna	8	ENSP00000349291
rna	8	ENSP00000354649
rna	8	ENSP00000409016
rna	2	ENSP00000391311
rna	8	ENSP00000339208
rna	8	ENSP00000320510
rna	8	ENSP00000315212
rna	7	ENSP00000326194
rna	8	ENSP00000270225
rna	3	ENSP00000268154
rna	7	ENSP00000290079
rna	8	ENSP00000278499
rna	8	ENSP00000397843
rna	8	ENSP00000326579
rna	5	ENSP00000295600
rna	5	ENSP00000364898
rna	6	ENSP00000350848
rna	1	ENSP00000362401
rna	8	ENSP00000325002
rna	8	ENSP00000263384
rna	7	ENSP00000252813
rna	7	ENSP00000369600
rna	8	ENSP00000340668
rna	1	ENSP00000383505
rna	6	ENSP00000272797
rna	8	ENSP00000362330
rna	8	ENSP00000300413
rna	2	ENSP00000332404
rna	7	ENSP00000349154
rna	6	ENSP00000317382
rna	6	ENSP00000264914
rna	7	ENSP00000310036
rna	8	ENSP00000348168
rna	8	ENSP00000337265
rna	8	ENSP00000354061
rna	6	ENSP00000340594
rna	8	ENSP00000244769
rna	5	ENSP00000293471
rna	8	ENSP00000355632
rna	1	ENSP00000251424
rna	8	ENSP00000268129
rna	7	ENSP00000326267
rna	2	ENSP00000304704
rna	5	ENSP00000350639
rna	3	ENSP00000310182
rna	8	ENSP00000262710
rna	7	ENSP00000349796
rna	3	ENSP00000302898
rna	6	ENSP00000373354
rna	6	ENSP00000302895
rna	6	ENSP00000355880
rna	8	ENSP00000312356
rna	1	ENSP00000230321
rna	4	ENSP00000347161
rna	4	ENSP00000295962
rna	8	ENSP00000368349
rna	3	ENSP00000290363
rna	3	ENSP00000381298
rna	5	ENSP00000295050
rna	8	ENSP00000411099
rna	1	ENSP00000361942
rna	7	ENSP00000376946
rna	1	ENSP00000301466
rna	7	ENSP00000344758
rna	7	ENSP00000326305
rna	1	ENSP00000265068
rna	6	ENSP00000285419
rna	7	ENSP00000357565
rna	1	ENSP00000249330
rna	7	ENSP00000254958
rna	8	ENSP00000380695
rna	8	ENSP00000157812
rna	4	ENSP00000308315
rna	8	ENSP00000265758
rna	4	ENSP00000311447
rna	7	ENSP00000391210
rna	8	ENSP00000356817
rna	6	ENSP00000259241
rna	8	ENSP00000348026
rna	8	ENSP00000261479
rna	8	ENSP00000345809
rna	8	ENSP00000009041
rna	4	ENSP00000313172
rna	8	ENSP00000417963
rna	8	ENSP00000305696
rna	3	ENSP00000368314
rna	8	ENSP00000371221
rna	4	ENSP00000361731
rna	1	ENSP00000396402
rna	8	ENSP00000266735
rna	8	ENSP00000248598
rna	8	ENSP00000356630
rna	2	ENSP00000351075
rna	7	ENSP00000355601
rna	4	ENSP00000384048
rna	6	ENSP00000282041
rna	1	ENSP00000347730
rna	8	ENSP00000278279
rna	2	ENSP00000369400
rna	8	ENSP00000306245
rna	1	ENSP00000307280
rna	8	ENSP00000225719
rna	7	ENSP00000296456
rna	8	ENSP00000356218
rna	2	ENSP00000357204
rna	2	ENSP00000308897
rna	1	ENSP00000006777
rna	8	ENSP00000311232
rna	8	ENSP00000296511
rna	1	ENSP00000396880
rna	1	ENSP00000316983
rna	8	ENSP00000365312
rna	1	ENSP00000245312
rna	5	ENSP00000382717
rna	8	ENSP00000407181
rna	8	ENSP00000350708
rna	1	ENSP00000368976
rna	8	ENSP00000381293
rna	6	ENSP00000196548
rna	2	ENSP00000222547
rna	8	ENSP00000399511
rna	5	ENSP00000303987
rna	2	ENSP00000356433
rna	1	ENSP00000383421
rna	7	ENSP00000381107
rna	8	ENSP00000380718
rna	2	ENSP00000322609
rna	1	ENSP00000406147
rna	2	ENSP00000265723
rna	8	ENSP00000321711
rna	5	ENSP00000247087
rna	8	ENSP00000329250
rna	8	ENSP00000354929
rna	6	ENSP00000350278
rna	7	ENSP00000418735
rna	2	ENSP00000391901
rna	1	ENSP00000363763
rna	2	ENSP00000349096
rna	6	ENSP00000298910
rna	1	ENSP00000005198
rna	5	ENSP00000250173
rna	1	ENSP00000298530
rna	8	ENSP00000288670
rna	7	ENSP00000344115
rna	1	ENSP00000417470
rna	7	ENSP00000226522
rna	8	ENSP00000411397
rna	1	ENSP00000345243
rna	6	ENSP00000365063
rna	2	ENSP00000267430
rna	8	ENSP00000371882
rna	8	ENSP00000357863
rna	8	ENSP00000362934
rna	8	ENSP00000376472
rna	3	ENSP00000347714
rna	8	ENSP00000370744
rna	8	ENSP00000216044
rna	8	ENSP00000263967
rna	1	ENSP00000298546
rna	4	ENSP00000361027
rna	1	ENSP00000245503
rna	8	ENSP00000414032
rna	8	ENSP00000361557
rna	6	ENSP00000307077
rna	5	ENSP00000333114
rna	1	ENSP00000303398
rna	8	ENSP00000312224
rna	4	ENSP00000225171
rna	5	ENSP00000302114
rna	1	ENSP00000297282
rna	3	ENSP00000318822
rna	8	ENSP00000223864
rna	6	ENSP00000246912
rna	3	ENSP00000355124
rna	3	ENSP00000244571
rna	5	ENSP00000303508
rna	8	ENSP00000236957
rna	6	ENSP00000262498
rna	8	ENSP00000360025
rna	5	ENSP00000317618
rna	7	ENSP00000271526
rna	6	ENSP00000364219
rna	6	ENSP00000350734
rna	8	ENSP00000415151
rna	2	ENSP00000317145
rna	7	ENSP00000300571
rna	7	ENSP00000393953
rna	1	ENSP00000406546
rna	8	ENSP00000262746
rna	3	ENSP00000040877
rna	8	ENSP00000263238
rna	6	ENSP00000262017
rna	4	ENSP00000354607
rna	8	ENSP00000296255
rna	8	ENSP00000349437
rna	7	ENSP00000312599
rna	6	ENSP00000265000
rna	6	ENSP00000202556
rna	2	ENSP00000332790
rna	8	ENSP00000221200
rna	1	ENSP00000345988
rna	1	ENSP00000335614
rna	5	ENSP00000299198
rna	1	ENSP00000377793
rna	8	ENSP00000256190
rna	1	ENSP00000251102
rna	7	ENSP00000286621
rna	8	ENSP00000366032
rna	8	ENSP00000292055
rna	1	ENSP00000272928
rna	8	ENSP00000358714
rna	4	ENSP00000347792
rna	3	ENSP00000363827
rna	7	ENSP00000345479
rna	2	ENSP00000241600
rna	8	ENSP00000348206
rna	1	ENSP00000311545
rna	5	ENSP00000263904
rna	2	ENSP00000309439
rna	5	ENSP00000326249
rna	1	ENSP00000346466
rna	3	ENSP00000312442
rna	8	ENSP00000368920
rna	1	ENSP00000303212
rna	7	ENSP00000315931
rna	2	ENSP00000302111
rna	2	ENSP00000352929
rna	8	ENSP00000339191
rna	7	ENSP00000261267
rna	2	ENSP00000244745
rna	8	ENSP00000357288
rna	8	ENSP00000225777
rna	4	ENSP00000411532
rna	1	ENSP00000393887
rna	6	ENSP00000373575
rna	8	ENSP00000269601
rna	7	ENSP00000351947
rna	2	ENSP00000258229
rna	2	ENSP00000393275
rna	8	ENSP00000289316
rna	3	ENSP00000245407
rna	3	ENSP00000369895
rna	8	ENSP00000346560
rna	8	ENSP00000327959
rna	2	ENSP00000390590
rna	4	ENSP00000365388
rna	1	ENSP00000371398
rna	6	ENSP00000316840
rna	8	ENSP00000258531
rna	1	ENSP00000371234
rna	2	ENSP00000415793
rna	1	ENSP00000307549
rna	8	ENSP00000323557
rna	1	ENSP00000246070
rna	8	ENSP00000347043
rna	1	ENSP00000289081
rna	8	ENSP00000351113
rna	1	ENSP00000341549
rna	1	ENSP00000339467
rna	6	ENSP00000216807
rna	8	ENSP00000352522
rna	4	ENSP00000257879
rna	8	ENSP00000354571
rna	8	ENSP00000217426
rna	2	ENSP00000310111
rna	7	ENSP00000217901
rna	8	ENSP00000397790
rna	8	ENSP00000233055
rna	8	ENSP00000365643
rna	8	ENSP00000223369
rna	2	ENSP00000306997
rna	8	ENSP00000240851
rna	7	ENSP00000343116
rna	8	ENSP00000361923
rna	6	ENSP00000352222
rna	2	ENSP00000402457
rna	8	ENSP00000384160
rna	1	ENSP00000369654
rna	4	ENSP00000300747
rna	2	ENSP00000346227
rna	3	ENSP00000310803
rna	3	ENSP00000373730
rna	8	ENSP00000366603
rna	8	ENSP00000260210
rna	6	ENSP00000284274
rna	4	ENSP00000312318
rna	8	ENSP00000278752
rna	8	ENSP00000274458
rna	8	ENSP00000344551
rna	8	ENSP00000363506
rna	2	ENSP00000352575
rna	8	ENSP00000318227
rna	2	ENSP00000273063
rna	8	ENSP00000290330
rna	1	ENSP00000380646
rna	4	ENSP00000324901
rna	2	ENSP00000262429
rna	8	ENSP00000356853
rna	7	ENSP00000332931
rna	6	ENSP00000351497
rna	7	ENSP00000262435
rna	8	ENSP00000291574
rna	8	ENSP00000331897
rna	7	ENSP00000381428
rna	7	ENSP00000354856
rna	5	ENSP00000177648
rna	1	ENSP00000346901
rna	8	ENSP00000356989
rna	7	ENSP00000265741
rna	6	ENSP00000290524
rna	2	ENSP00000355517
rna	1	ENSP00000298596
rna	4	ENSP00000312402
rna	8	ENSP00000309259
rna	7	ENSP00000391518
rna	3	ENSP00000265978
rna	8	ENSP00000293217
rna	8	ENSP00000281537
rna	3	ENSP00000248996
rna	8	ENSP00000350170
rna	8	ENSP00000242285
rna	4	ENSP00000361052
rna	1	ENSP00000381129
rna	8	ENSP00000369335
rna	5	ENSP00000358309
rna	8	ENSP00000306003
rna	8	ENSP00000254101
rna	8	ENSP00000264335
rna	1	ENSP00000378090
rna	6	ENSP00000310094
rna	1	ENSP00000260283
rna	7	ENSP00000354498
rna	8	ENSP00000350263
rna	8	ENSP00000261798
rna	1	ENSP00000366797
rna	3	ENSP00000270452
rna	8	ENSP00000357051
rna	6	ENSP00000340465
rna	1	ENSP00000360120
rna	8	ENSP00000361508
rna	6	ENSP00000253401
rna	6	ENSP00000292169
rna	8	ENSP00000332706
rna	7	ENSP00000269214
rna	8	ENSP00000236273
rna	2	ENSP00000256925
rna	8	ENSP00000264424
rna	8	ENSP00000315474
rna	4	ENSP00000379168
rna	1	ENSP00000368914
rna	5	ENSP00000357842
rna	3	ENSP00000266376
rna	8	ENSP00000354848
rna	3	ENSP00000396486
rna	1	ENSP00000272190
rna	2	ENSP00000360054
rna	8	ENSP00000296137
rna	1	ENSP00000354609
rna	3	ENSP00000282356
rna	2	ENSP00000230671
rna	1	ENSP00000330875
rna	8	ENSP00000406209
rna	8	ENSP00000345344
rna	8	ENSP00000405798
rna	1	ENSP00000294064
rna	1	ENSP00000319632
rna	3	ENSP00000377527
rna	8	ENSP00000344818
rna	7	ENSP00000380999
rna	1	ENSP00000354416
rna	8	ENSP00000216194
rna	7	ENSP00000318821
rna	2	ENSP00000209728
rna	3	ENSP00000360515
rna	8	ENSP00000278671
rna	7	ENSP00000259324
rna	4	ENSP00000309555
rna	1	ENSP00000320848
rna	8	ENSP00000312370
rna	1	ENSP00000226207
rna	6	ENSP00000347906
rna	5	ENSP00000238721
rna	5	ENSP00000229922
rna	7	ENSP00000406157
rna	7	ENSP00000284322
rna	1	ENSP00000308024
rna	2	ENSP00000005284
rna	5	ENSP00000408958
rna	6	ENSP00000391521
rna	8	ENSP00000261434
rna	1	ENSP00000310620
rna	8	ENSP00000349541
rna	8	ENSP00000296603
rna	8	ENSP00000353660
rna	8	ENSP00000228251
rna	8	ENSP00000291688
rna	8	ENSP00000419923
rna	1	ENSP00000358753
rna	7	ENSP00000324318
rna	4	ENSP00000005260
rna	7	ENSP00000255304
rna	1	ENSP00000250699
rna	8	ENSP00000311816
rna	3	ENSP00000321455
rna	1	ENSP00000255224
rna	3	ENSP00000292928
rna	7	ENSP00000362578
rna	8	ENSP00000000233
rna	5	ENSP00000338673
rna	2	ENSP00000292579
rna	1	ENSP00000353462
rna	7	ENSP00000293778
rna	3	ENSP00000362560
rna	8	ENSP00000261884
rna	4	ENSP00000245551
rna	8	ENSP00000351416
rna	7	ENSP00000226798
rna	1	ENSP00000385395
rna	1	ENSP00000383017
rna	8	ENSP00000334008
rna	1	ENSP00000383933
rna	8	ENSP00000263121
rna	8	ENSP00000275820
rna	1	ENSP00000228468
rna	6	ENSP00000342344
rna	2	ENSP00000347299
rna	8	ENSP00000261401
rna	8	ENSP00000310301
rna	1	ENSP00000369440
rna	3	ENSP00000164139
rna	2	ENSP00000375899
rna	8	ENSP00000406585
rna	1	ENSP00000341159
rna	8	ENSP00000320794
rna	3	ENSP00000318085
rna	8	ENSP00000364287
rna	1	ENSP00000315265
rna	8	ENSP00000323782
rna	1	ENSP00000355084
rna	8	ENSP00000219400
rna	8	ENSP00000330433
rna	1	ENSP00000023897
rna	8	ENSP00000264710
rna	1	ENSP00000366121
rna	1	ENSP00000330032
rna	1	ENSP00000349768
rna	3	ENSP00000263182
rna	2	ENSP00000272193
rna	7	ENSP00000301873
rna	8	ENSP00000220531
rna	1	ENSP00000380250
rna	5	ENSP00000317376
rna	1	ENSP00000358504
rna	2	ENSP00000312185
rna	7	ENSP00000348108
rna	1	ENSP00000330864
rna	1	ENSP00000331065
rna	8	ENSP00000234313
rna	1	ENSP00000334941
rna	1	ENSP00000354691
rna	8	ENSP00000338727
rna	1	ENSP00000386359
rna	8	ENSP00000359497
rna	3	ENSP00000377549
rna	7	ENSP00000358719
rna	7	ENSP00000363329
rna	8	ENSP00000221265
rna	4	ENSP00000345282
rna	8	ENSP00000342105
rna	8	ENSP00000330753
rna	2	ENSP00000382819
rna	1	ENSP00000291670
rna	7	ENSP00000415332
rna	4	ENSP00000366901
rna	6	ENSP00000362888
rna	8	ENSP00000273398
rna	8	ENSP00000305699
rna	8	ENSP00000262477
rna	7	ENSP00000358778
rna	6	ENSP00000263980
rna	8	ENSP00000305503
rna	7	ENSP00000252487
rna	8	ENSP00000294172
rna	8	ENSP00000355467
rna	8	ENSP00000253571
rna	2	ENSP00000355672
rna	6	ENSP00000344460
rna	7	ENSP00000358815
rna	2	ENSP00000370555
rna	3	ENSP00000347197
rna	7	ENSP00000256151
rna	8	ENSP00000343274
rna	4	ENSP00000354888
rna	8	ENSP00000261866
rna	8	ENSP00000340274
rna	8	ENSP00000377941
rna	8	ENSP00000173527
rna	8	ENSP00000216133
rna	4	ENSP00000356905
rna	8	ENSP00000419425
rna	8	ENSP00000258484
rna	8	ENSP00000346921
rna	6	ENSP00000333633
rna	6	ENSP00000413152
rna	8	ENSP00000263574
rna	3	ENSP00000322952
rna	2	ENSP00000263985
rna	5	ENSP00000343581
rna	8	ENSP00000348215
rna	6	ENSP00000268719
rna	5	ENSP00000263097
rna	8	ENSP00000216034
rna	8	ENSP00000193422
rna	8	ENSP00000354040
rna	5	ENSP00000320236
rna	7	ENSP00000349298
rna	8	ENSP00000334538
rna	3	ENSP00000221972
rna	8	ENSP00000339881
rna	8	ENSP00000306579
rna	2	ENSP00000228476
rna	5	ENSP00000361158
rna	8	ENSP00000409612
rna	2	ENSP00000399161
rna	7	ENSP00000320251
rna	6	ENSP00000324792
rna	8	ENSP00000378733
rna	1	ENSP00000309141
rna	7	ENSP00000311521
rna	8	ENSP00000337008
rna	2	ENSP00000388631
rna	4	ENSP00000355141
rna	7	ENSP00000420727
rna	8	ENSP00000014930
rna	1	ENSP00000351614
rna	7	ENSP00000334836
rna	8	ENSP00000360652
rna	7	ENSP00000376767
rna	8	ENSP00000033079
rna	2	ENSP00000289248
rna	8	ENSP00000298159
rna	6	ENSP00000226253
rna	4	ENSP00000396857
rna	6	ENSP00000284503
rna	7	ENSP00000332877
rna	8	ENSP00000216442
rna	1	ENSP00000355459
rna	1	ENSP00000310126
rna	7	ENSP00000377040
rna	7	ENSP00000326296
rna	1	ENSP00000368135
rna	1	ENSP00000332656
rna	3	ENSP00000368245
rna	4	ENSP00000319053
rna	4	ENSP00000378132
rna	1	ENSP00000410862
rna	8	ENSP00000269033
rna	2	ENSP00000346913
rna	1	ENSP00000270238
rna	1	ENSP00000275815
rna	1	ENSP00000263620
rna	2	ENSP00000265983
rna	8	ENSP00000347978
rna	4	ENSP00000266743
rna	3	ENSP00000273062
rna	8	ENSP00000244534
rna	8	ENSP00000338510
rna	8	ENSP00000418070
rna	6	ENSP00000287675
rna	6	ENSP00000304321
rna	2	ENSP00000278916
rna	8	ENSP00000351650
rna	2	ENSP00000307684
rna	1	ENSP00000293275
rna	8	ENSP00000252108
rna	8	ENSP00000259632
rna	2	ENSP00000264428
rna	8	ENSP00000318861
rna	1	ENSP00000231484
rna	1	ENSP00000324196
rna	8	ENSP00000362718
rna	1	ENSP00000376544
rna	6	ENSP00000354814
rna	4	ENSP00000297416
rna	7	ENSP00000325863
rna	4	ENSP00000307705
rna	1	ENSP00000263212
rna	8	ENSP00000333401
rna	3	ENSP00000345772
rna	8	ENSP00000263645
rna	2	ENSP00000275517
rna	8	ENSP00000338481
rna	8	ENSP00000360613
rna	1	ENSP00000307887
rna	1	ENSP00000216775
rna	8	ENSP00000370966
rna	8	ENSP00000271715
rna	3	ENSP00000261822
rna	8	ENSP00000375067
rna	8	ENSP00000345656
rna	2	ENSP00000301310
rna	2	ENSP00000306449
rna	1	ENSP00000347601
rna	8	ENSP00000325917
rna	8	ENSP00000393393
rna	8	ENSP00000354775
rna	8	ENSP00000262982
rna	8	ENSP00000003302
rna	3	ENSP00000281703
rna	8	ENSP00000287022
rna	7	ENSP00000158771
rna	8	ENSP00000359067
rna	7	ENSP00000263063
rna	8	ENSP00000261942
rna	6	ENSP00000350894
rna	6	ENSP00000285379
rna	1	ENSP00000261944
rna	8	ENSP00000355996
rna	2	ENSP00000354193
rna	2	ENSP00000298838
rna	1	ENSP00000290216
rna	1	ENSP00000246657
rna	8	ENSP00000216252
rna	8	ENSP00000262306
rna	1	ENSP00000367102
rna	5	ENSP00000343443
rna	8	ENSP00000319664
rna	7	ENSP00000350459
rna	1	ENSP00000352849
rna	8	ENSP00000373487
rna	4	ENSP00000064724
rna	4	ENSP00000218147
rna	1	ENSP00000205557
rna	7	ENSP00000271064
rna	7	ENSP00000336783
rna	1	ENSP00000318602
rna	8	ENSP00000291839
rna	8	ENSP00000359356
rna	8	ENSP00000256496
rna	8	ENSP00000372689
rna	8	ENSP00000301457
rna	8	ENSP00000305538
rna	4	ENSP00000369446
rna	4	ENSP00000337501
rna	8	ENSP00000363641
rna	1	ENSP00000227667
rna	8	ENSP00000377280
rna	1	ENSP00000261921
rna	7	ENSP00000356607
rna	1	ENSP00000355273
rna	7	ENSP00000361917
rna	6	ENSP00000257905
rna	1	ENSP00000360968
rna	1	ENSP00000221486
rna	8	ENSP00000302896
rna	8	ENSP00000258455
rna	8	ENSP00000260867
rna	2	ENSP00000377914
rna	4	ENSP00000257209
rna	3	ENSP00000365775
rna	7	ENSP00000257789
rna	8	ENSP00000311713
rna	3	ENSP00000305426
rna	1	ENSP00000268679
rna	8	ENSP00000350512
rna	8	ENSP00000263377
rna	7	ENSP00000338217
rna	1	ENSP00000219409
rna	8	ENSP00000244519
rna	5	ENSP00000362936
rna	6	ENSP00000298635
rna	2	ENSP00000333845
rna	1	ENSP00000006526
rna	3	ENSP00000363390
rna	2	ENSP00000349003
rna	6	ENSP00000281416
rna	2	ENSP00000319464
rna	8	ENSP00000338235
rna	1	ENSP00000319622
rna	7	ENSP00000311825
rna	1	ENSP00000324129
rna	8	ENSP00000316527
rna	8	ENSP00000351896
rna	8	ENSP00000378477
rna	5	ENSP00000303276
rna	3	ENSP00000264852
rna	7	ENSP00000371577
rna	1	ENSP00000359219
rna	5	ENSP00000419952
rna	1	ENSP00000242375
rna	1	ENSP00000309771
rna	1	ENSP00000388373
rna	2	ENSP00000261892
rna	8	ENSP00000169298
rna	8	ENSP00000382269
rna	5	ENSP00000380039
rna	8	ENSP00000329528
rna	4	ENSP00000310978
rna	1	ENSP00000343376
rna	7	ENSP00000362395
rna	7	ENSP00000341826
rna	1	ENSP00000384053
rna	5	ENSP00000317289
rna	1	ENSP00000261249
rna	1	ENSP00000378635
rna	3	ENSP00000346667
rna	8	ENSP00000231238
rna	5	ENSP00000369456
rna	7	ENSP00000277632
rna	8	ENSP00000241261
rna	8	ENSP00000314556
rna	2	ENSP00000283921
rna	8	ENSP00000282050
rna	8	ENSP00000265428
rna	7	ENSP00000263043
rna	6	ENSP00000265239
rna	1	ENSP00000297837
rna	1	ENSP00000355718
rna	8	ENSP00000264903
rna	8	ENSP00000364654
rna	8	ENSP00000363556
rna	7	ENSP00000296595
rna	3	ENSP00000259818
rna	8	ENSP00000216039
rna	1	ENSP00000246535
rna	7	ENSP00000227251
rna	2	ENSP00000234923
rna	8	ENSP00000344828
rna	7	ENSP00000315325
rna	8	ENSP00000199320
rna	5	ENSP00000300184
rna	1	ENSP00000362717
rna	1	ENSP00000251337
rna	8	ENSP00000370223
rna	1	ENSP00000332723
rna	6	ENSP00000311679
rna	2	ENSP00000199936
rna	8	ENSP00000350261
rna	3	ENSP00000262593
rna	8	ENSP00000288235
rna	8	ENSP00000242257
